hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
EPIC SANA Marquês Hotel,en-gb,2023-12-30,2024-01-02,solo_traveller,leisure,rs,4,3,2024-01-02 22:35:18,pros: Everything was just great Mr. Karim was very helpful in matters of organization. cons: -
EPIC SANA Marquês Hotel,en-gb,2023-12-27,2024-01-01,couple,leisure,it,4,5,2024-01-01 18:32:54,pros: Moderno e elegante cons: Nada
EPIC SANA Marquês Hotel,en-gb,2023-12-08,2023-12-11,couple,leisure,pt,3.59999990463257,3,2023-12-29 23:09:16,"pros: Nice hotel in a great location in Lisbon!
Breakfast was delicious a couple of gluten free pastries for guests with intolerance very considerate .Close to the Christmas market and the park.
Overall I had a great stay! cons: "
EPIC SANA Marquês Hotel,en-gb,2023-11-20,2023-11-25,couple,leisure,de,3.59999990463257,5,2023-12-28 14:38:42,pros: very nice hotel located about 1km away from the old city very nice and spacious rooms very good bathroom breakfast is very good with everything you are looking for concierge booked FADO restaurant for us which was also very good cons: nothing to complain about at all
EPIC SANA Marquês Hotel,en-gb,2023-12-22,2023-12-26,couple,leisure,is,3.59999990463257,4,2023-12-27 21:20:08,"pros: Breakfast was quite diverse with wide variety of produce including fresh fruit and vegetables and on-the-spot omelettes and pancakes.
Room was large and very clean with good view. 
Spa access and gym included. cons: Rooftop swimming pool was closed over Christmas"
EPIC SANA Marquês Hotel,en-gb,2023-12-19,2023-12-23,family_with_children,leisure,ro,4,4,2023-12-27 14:48:02,pros: The smell in the hotel is amazing the staff with sincere smile and extremely useful very attentive to details. Room very spacious and clean. The hotel is renovated in great style. cons: 
EPIC SANA Marquês Hotel,en-us,2023-11-17,2023-11-20,family_with_children,leisure,ca,4,3,2023-12-26 14:35:53,"pros: Location was very good and convenient
Breakfast was outstanding
 Lobby bar with live music cons: Location
Clean
Very friendly and helpful guese"
EPIC SANA Marquês Hotel,en-gb,2023-12-14,2023-12-17,couple,leisure,gb,4,3,2023-12-17 23:37:17,pros: Staff went above and beyond to help us. Had the best trip celebrating my boyfriend’s birthday cons: 
EPIC SANA Marquês Hotel,en-gb,2023-12-07,2023-12-10,solo_traveller,leisure,za,4,3,2023-12-14 16:17:11,pros: Best hotel I've ever stayed at. Hands down. The staff treat you like you are royalty. Rooms are clean comfortable and you get so much for what you are paying. cons: 
EPIC SANA Marquês Hotel,en-us,2023-12-07,2023-12-10,couple,leisure,sa,4,3,2023-12-10 22:30:05,"pros: Great location So comfortable.clean and lovely 
Everything was exceptional the staff so friendly and helpful  food and service  they take care of you 
I would definitely come back again

Special thanks to Elisa  she helped me a lot with great personality and high level of communication

The best hotel in Lisbon 🙏 cons: "
EPIC SANA Marquês Hotel,en-us,2023-12-06,2023-12-08,couple,leisure,us,4,2,2023-12-10 18:11:12,pros: Staff was friendly and accommodating. cons: 
EPIC SANA Marquês Hotel,en-gb,2023-12-07,2023-12-08,review_category_group_of_friends,business,gb,3.59999990463257,1,2023-12-09 09:37:37,pros: Design comfort facilities cons: I didn’t need all of the rooms I had booked. I asked if I could use some of the room nights to come back in the future and was told this wouldn’t be possible. I’ll now try somewhere else next time.
EPIC SANA Marquês Hotel,en-gb,2023-12-06,2023-12-08,solo_traveller,leisure,nl,4,2,2023-12-08 22:31:14,"pros: Excellent Hotel. Friendly staff that includes the front desk Spa personal and even the restaurant personal during the breakfast everyone is helpful and very friendly it amazes me. The location its perfect too as its 3 minutes walk from the ""Av. da Liberdade"". My favorite place to relax is the coffeeshop next door with very comfortable seats. For the burger king fans its on the corner as well. I am definitely coming back on my next visit to Lisbon. cons: Nothing everything is perfect!!"
EPIC SANA Marquês Hotel,en-gb,2023-09-26,2023-09-30,family_with_children,leisure,au,4,4,2023-12-08 16:00:56,pros: Very stylish extremely well appointed with diptyque products in bathrooms. The rooftop deck was fabulous! cons: 
EPIC SANA Marquês Hotel,en-us,2023-10-29,2023-11-04,couple,leisure,us,4,6,2023-12-06 04:27:24,pros: Excellent hotel restaurants breakfast and location. Will definitely stay again. cons: Nothing
EPIC SANA Marquês Hotel,en-us,2023-11-16,2023-11-27,couple,leisure,us,4,11,2023-12-05 01:08:35,pros: The bed was very comfortable and the room was very quiet.  The breakfast buffet was very extensive with excellent quality foods.  The indoor water therapy pool was a nice bonus. cons: The breakfast fruit juices could have been better by using simple fruit juices.
EPIC SANA Marquês Hotel,en-us,2023-11-02,2023-11-06,couple,leisure,ch,4,4,2023-12-04 08:36:43,"pros: Great Hotel I loved the stay location is great and the views stoning. Staff is very helpful and attentive.
Delicious Breakfast... will come back! cons: TV connection could be better."
EPIC SANA Marquês Hotel,en-gb,2023-11-19,2023-11-26,solo_traveller,business,ch,4,7,2023-12-03 22:36:13,pros: Excellent and varied breakfast friendly service and attention to detail - it was a great experience staying here! cons: -
EPIC SANA Marquês Hotel,en-gb,2023-11-03,2023-11-06,couple,leisure,za,3.59999990463257,3,2023-12-03 16:17:39,pros: The location is perfect . Staff were very friendly and helpful.  Breakfast was excellent. cons: 
EPIC SANA Marquês Hotel,en-gb,2023-10-17,2023-10-18,solo_traveller,business,nl,4,1,2023-12-01 00:42:23,pros: Everything was excellent!!! Great hotel with excellent breakfast cons: 
EPIC SANA Marquês Hotel,en-us,2023-11-29,2023-11-30,couple,leisure,ca,4,1,2023-11-30 22:12:01,"pros: First class service
Valet parking and drop off.
Easy to walk down to historic district and easy to get to high way and airport at 20minutes cons: Clean
Modern
Sassy lobby with live music at night 
Breakfast is loaded with fresh fruits  smoke salmon and many more hi end produce"
EPIC SANA Marquês Hotel,en-gb,2023-11-23,2023-11-26,review_category_group_of_friends,leisure,bm,3.59999990463257,3,2023-11-30 14:55:36,pros: The room was well apportioned and comfortable. The staff were excellent - friendly helpful and warm. The view from the room was lovely. The use of the indoor pool was a nice touch. The breakfast was delicious and varied! cons: 
EPIC SANA Marquês Hotel,en-gb,2023-09-01,2023-09-02,couple,leisure,br,3.59999990463257,1,2023-11-30 02:42:15,pros: breakfast is suberb cons: breakfast
EPIC SANA Marquês Hotel,en-us,2023-11-24,2023-11-27,couple,leisure,is,4,3,2023-11-28 17:10:54,pros: Truly epic! It exceeded our expectations. The tagliatele with truffles at the Allora restaurant was divine. We absolutely enjoyed the spa. Everything in the hotel and room was new and clean. The breakfast with so many options a huge variety of sweets and pastries Option of pancakes made of sarraceno without gluten where you can put on top chocolate from a chocolate fountain or honey from the comb :) cons: We loved everything! :)
EPIC SANA Marquês Hotel,en-gb,2023-11-21,2023-11-24,couple,leisure,gb,3.59999990463257,3,2023-11-24 22:29:44,pros: Wry good cons: A walk in shower would have been better as the bath is high up to get into
EPIC SANA Marquês Hotel,en-gb,2023-11-20,2023-11-23,couple,leisure,gb,3.59999990463257,3,2023-11-23 23:55:47,pros: Soundproofed rooms and the best bedsheets ever made for a relaxing cosy retreat. Staff were kind and thoughtful and the breakfast buffet was a daily highlight. cons: It’s not the most scenic location by a busy road and a bit far to walk to some of the main attractions. But easy access to public transport and you don’t hear any traffic noise inside.
EPIC SANA Marquês Hotel,en-gb,2023-11-20,2023-11-23,couple,leisure,gb,4,3,2023-11-23 12:45:46,pros: very comfortable rooms great facilities very clean highlight was the staff who were all extremely helpful welcoming and friendly breakfast also superb cons: 
EPIC SANA Marquês Hotel,en-gb,2023-10-23,2023-10-25,solo_traveller,leisure,ng,3.20000004768372,2,2023-11-22 14:40:40,"pros: THE STAFF WERE VERY FRIENDLY cons: THE COST OF THE HOTEL EXCEEDED THE VALUE.
RESTAURANTS AND FOOD OPTIONS WERE LIMITED.
HEALTHY FOODS WERE ABSENT.
LIMITED TOUR ASSISTANCE/OPTIONS"
EPIC SANA Marquês Hotel,en-gb,2023-11-20,2023-11-21,couple,leisure,il,3.59999990463257,1,2023-11-22 00:39:18,pros:  cons: at breakfast they asked for fresh orange juice they brought some kind of nasty stuff a lot of pulp and the oranges seemed to be sour the juice tasted like it had fermented.
EPIC SANA Marquês Hotel,en-gb,2023-11-11,2023-11-19,solo_traveller,business,ua,3.59999990463257,8,2023-11-21 14:32:57,pros: I love gym breakfast cons: small swimming pool very poor service in lobby bar
EPIC SANA Marquês Hotel,en-gb,2023-10-23,2023-10-24,solo_traveller,business,gb,4,1,2023-11-20 14:29:03,pros: The room was spacious clean and comfortable. cons: The breakfast area is disappointing. While the buffet offer is decent the area feels more like a cafeteria than a 5 star dining area.
EPIC SANA Marquês Hotel,en-us,2023-11-15,2023-11-17,solo_traveller,business,ec,4,2,2023-11-17 22:03:14,pros: Staff very amicable and helpful and excellent location a cons: 
EPIC SANA Marquês Hotel,en-gb,2023-11-10,2023-11-13,review_category_group_of_friends,leisure,ie,4,3,2023-11-17 17:25:18,"pros: Breakfast absolutely 5 stsr.
Beautiful rekaxing room space.
Great start to the day.. cons: "
EPIC SANA Marquês Hotel,en-gb,2023-11-11,2023-11-16,couple,leisure,ie,3.59999990463257,5,2023-11-16 22:57:50,pros: Very well located and bedrooms very good cons: Don’t drink at the hotel bar. Complete rip off. Drink at the restaurant bar where prices are reasonable
EPIC SANA Marquês Hotel,en-us,2023-10-13,2023-10-18,couple,leisure,us,3.59999990463257,5,2023-11-14 20:57:42,pros: The room was spacious and great. The bed was very comfortable and the water pressure was great. cons: The frig in the room did not work.
EPIC SANA Marquês Hotel,en-gb,2023-11-10,2023-11-13,review_category_group_of_friends,leisure,ie,3.20000004768372,3,2023-11-13 18:35:06,pros: Beautiful decor exceptional staff. Overall fantastic. cons: Bed was a bit lumpy. Minor in the grand scheme of things
EPIC SANA Marquês Hotel,en-gb,2023-10-28,2023-11-04,couple,leisure,de,3.20000004768372,7,2023-11-12 15:12:34,pros: Super friendly staff awesome breakfast great room very clean great location. cons: The sauna is a joke door has 2cm gap on all sides you will definitely not sweat in there unless you turn it into a steam bath by yourself.
EPIC SANA Marquês Hotel,en-gb,2023-10-30,2023-11-03,couple,leisure,gb,4,4,2023-11-08 12:10:39,"pros: Relaxing and comfortable stay
Good breakfast with great options
Central location with good transport connections via Metro bus tram taxi etc. cons: Nothing as such"
EPIC SANA Marquês Hotel,en-gb,2023-11-02,2023-11-04,solo_traveller,leisure,be,3.59999990463257,2,2023-11-07 22:30:55,pros: The staff and location cons: -
EPIC SANA Marquês Hotel,en-gb,2023-11-03,2023-11-05,solo_traveller,leisure,au,3.59999990463257,2,2023-11-05 22:37:22,pros: Friendly staff and very clean. All go above and beyond. cons: NA
EPIC SANA Marquês Hotel,en-gb,2023-09-20,2023-09-21,couple,leisure,au,4,1,2023-11-05 17:00:59,"pros: Excellent stay they were able to find us a room at very short notice when needed (multiple other hotels in the area were fully booked).
We were given a free upgrade and the room was spotless and spacious. cons: "
EPIC SANA Marquês Hotel,en-gb,2023-11-01,2023-11-04,couple,leisure,au,4,3,2023-11-05 05:58:55,pros: The staff are amazing. Every single staff member was attentive friendly & helpful. I travel a lot for work across Asia and Europe. The service rates with the best I have seen at far more expensive hotels. cons: 
EPIC SANA Marquês Hotel,en-gb,2023-10-15,2023-10-22,couple,leisure,us,4,7,2023-11-05 01:20:55,"pros: We could not have asked for a more satisfying experience ! The room + the view  a 10 !!
The bed and shower were my favorite stand outs ! The mattress was a dream and the linens were soft and luxurious we looked forward to getting into bed ! In fact would love to know if you could share the mattress brand?LoL
The beautiful translucent mural in the shower was memorable  and the rain shower combined with the the water pressure perfection! The staff was welcoming  friendly and extremely attentive The beautiful and delicious  Birthday Dessert and Champagne was a special touch THANK YOU for that !!
The massage at the Spa was one of the best I've experience in a long time..So needless to say we will be back ! cons: The Elevators were a bit lagging- the wait time was a bit long..it seemed as though just one elevator worked at a time..I  got stuck on the roof top waiting for a while.
The only other thing I notice was the shower flooring peeling a bit  ..and the were burn marks or ring marks on the bathroom counter . Everything else was up to par for a 5 star hotel!"
EPIC SANA Marquês Hotel,en-gb,2023-10-28,2023-10-29,family_with_children,leisure,pt,3.59999990463257,1,2023-11-02 15:00:08,"pros: It was my second time celebrating my birthday in a SANA hotel. I really appreciated the consideration and effort making the day special. The staff super professional and welcoming. The room was beautiful and the bathroom perfect mostly for privacy. The indoor pool was super fun. It's like a huge jacuzzi. The spa area was super clean although many people were around the pool the sauna and steam room. cons: I didn't like the restaurant Allora. The restaurant was chic. The background music was loud and the music played gave disco night vibes than classy. The waiters were quite agitated sprinting fast from table to table I noticed all of them. I was wondering if there were enough waiters that night. The second ""eek!"" was the breakfast. The Restaurant was pretty and spacious. The issue was the buffet. There were lot of vegan and gluten free food option which is not bad but less option for normal eaters like myself.  We had hard time picking what to eat and the taste didn't match our expectations due to  as mention earlier vegan or gluten free food."
EPIC SANA Marquês Hotel,en-gb,2023-10-26,2023-11-01,solo_traveller,business,in,3.59999990463257,6,2023-11-02 05:43:40,pros: This was a great find in the center of the city - it was convenient to get around the food was great and the staff are just lovely. cons: Nothing at all.
EPIC SANA Marquês Hotel,en-gb,2023-10-28,2023-10-31,couple,leisure,gb,3.59999990463257,3,2023-10-31 22:16:37,"pros: Really helpful staff
Lots of unexpected extras
Huge breakfast choices cons: "
EPIC SANA Marquês Hotel,en-gb,2023-10-06,2023-10-08,couple,business,gb,3.59999990463257,2,2023-10-30 08:33:26,pros: Excellent room modern comfortable and with great city view. cons: Roof top pool area quite small and crowded at time of our stay.
EPIC SANA Marquês Hotel,en-us,2023-10-24,2023-10-28,couple,leisure,us,3.59999990463257,4,2023-10-28 23:19:25,pros: The entire experience was fabulous. The overall room was comfortable and cozy. I felt right at home. The bed was so comfy it was the best I slept in two weeks. The shower was also notable cons: The only thing that landed poorly was the disappearance of my airline pillow from the room
EPIC SANA Marquês Hotel,en-gb,2023-09-27,2023-09-30,couple,leisure,ae,3.59999990463257,3,2023-10-27 15:02:21,pros: Beautiful hotel rooms and facilities (specially the gym). Amazing Italian restaurant. Friendly and helpful staff. cons: 
EPIC SANA Marquês Hotel,en-gb,2023-10-22,2023-10-26,family_with_children,leisure,ch,3.20000004768372,4,2023-10-26 23:30:49,pros: breakfast cons: spa closes too early
EPIC SANA Marquês Hotel,en-us,2023-09-26,2023-09-28,couple,leisure,us,3.20000004768372,2,2023-10-26 00:32:23,pros: Had a wonderful time at your hotel. The room was superb. Thanks for a great stay. cons: We only wish we could have ordered separate items off of the breakfast menu rather than all buffet.
EPIC SANA Marquês Hotel,en-us,2023-09-24,2023-09-28,solo_traveller,leisure,us,4,4,2023-10-25 17:24:16,pros: everything pretty much hotel is fabulous location is perfect cons: the 2 beds put together to make a queen?? weird hard to sleep on
EPIC SANA Marquês Hotel,en-gb,2023-10-17,2023-10-24,couple,leisure,gb,4,7,2023-10-25 10:27:26,pros: Comfortable quiet modern classy. Facilities & food excellent. Staff exceptional. Friendly proactive and genuine. cons: 
EPIC SANA Marquês Hotel,en-gb,2023-10-20,2023-10-24,solo_traveller,business,gb,4,4,2023-10-24 22:28:00,pros: Excellent variety for breakfast and great central location cons: 
EPIC SANA Marquês Hotel,en-us,2023-10-14,2023-10-17,review_category_group_of_friends,leisure,us,4,3,2023-10-23 12:15:15,pros: Modern clean and very comfortable hotel in central location. Staff was attentive  rooftop swimming pool has excellent views. Sauna and indoor pool are pleasant. Breakfast offered too many delicious options to try them all. Dinner in Italian restaurant was also a treat. cons: I cannot find any faults.
EPIC SANA Marquês Hotel,en-gb,2023-09-21,2023-09-25,couple,leisure,au,3.20000004768372,4,2023-10-22 09:41:05,"pros: Central location efficient staff. Great view from pool on top floor. 
Only 1 restaurant operating apart from breakfast room. cons: Nowhere to hang/dry hand washing in bathroom or bedroom."
EPIC SANA Marquês Hotel,en-gb,2023-10-17,2023-10-21,couple,leisure,au,3.59999990463257,4,2023-10-22 03:26:02,"pros: The staff are well presented highly professional always happy to help.

The main Italian themed restaurant is high quality and the chefs skills are on open display with an open kitchen. Try and book a seat on the counter to watch them  make your meal. Every single meal is prepared individually. A stand out dish was the octopus.

The concierge assisted us to prepare an itinerary to see the city over three days so very helpful for first time visitors. cons: The weather - but that is outside the hotels control."
EPIC SANA Marquês Hotel,en-gb,2023-10-13,2023-10-17,family_with_children,leisure,gb,4,4,2023-10-19 09:41:53,pros: Very comfortable and super helpful staff. Really clean and well presented. I love the location as easy to get around without being right in the super crowded area cons: I would’ve liked milk in the room for the coffee. Wasn’t a huge issue to call in the morning to ask for some
EPIC SANA Marquês Hotel,en-gb,2023-10-10,2023-10-15,review_category_group_of_friends,other,no,3.59999990463257,5,2023-10-18 21:25:23,pros: Exceptionally clean hotel and friendly staff who are always at your call and service. Great breakfast and particularly kudos to the concierge lead Karim and his team. Since we checked out early in the morning a take away breakfast package was arranged for us and that was a great gesture however the content did not match the exceptional breakfast that has been served in my stay. Very thankful. cons: One concern is the swimming pool it needs more attention and should be cleaned just as how other areas of the hotel are kept. Aside that it is a great rooftop pool with comfortable sitting chairs and clean adequate towels . However There should be a shower provided near the pool area or even in the washroom for all who want to swim to wash down before entering the pool.
EPIC SANA Marquês Hotel,en-gb,2023-10-13,2023-10-15,family_with_children,leisure,ch,4,2,2023-10-18 17:24:05,pros: Nice modern room with fancy mirror-TV. Stylish design of the all interior. cons: Long check-in. Cold water in the indoor pool
EPIC SANA Marquês Hotel,en-gb,2023-09-07,2023-09-09,family_with_children,leisure,de,4,2,2023-10-16 07:57:23,pros: perfectly cons: nothing
EPIC SANA Marquês Hotel,en-us,2023-10-14,2023-10-15,solo_traveller,leisure,br,4,1,2023-10-16 04:36:52,"pros: Super friendly staff
Room view
Met my special demands 
Complimentary welcome surprise cons: "
EPIC SANA Marquês Hotel,en-gb,2023-09-24,2023-09-26,couple,leisure,br,4,2,2023-10-15 14:00:18,pros: Breakfast was really good. cons: N/A
EPIC SANA Marquês Hotel,en-us,2023-10-06,2023-10-09,couple,leisure,us,4,3,2023-10-10 01:54:31,pros: great location big breakfast the stuff very helpful good restaurants all top technology in the rooms. cons: the tv is old smart tv  with that being 5star hotel they should change it
EPIC SANA Marquês Hotel,en-us,2023-10-05,2023-10-09,couple,leisure,us,4,4,2023-10-09 23:05:17,pros: The breakfast was amazing.  Other hotel Breakfast pale in comparison!! cons: Honestly I can’t think of one thing I did not like.
EPIC SANA Marquês Hotel,en-gb,2023-09-30,2023-10-03,couple,leisure,au,3.20000004768372,3,2023-10-06 01:58:13,pros: Big room with 2 x toilets. cons: Shower over the bath. Very high side to step over and no handrail. Very dangerous. Bidets take up too much room in bathrooms.
EPIC SANA Marquês Hotel,en-gb,2023-10-02,2023-10-05,couple,leisure,gb,4,3,2023-10-05 22:39:28,pros: Very clean quiet floor staff were very friendly food was amazing one of the best breakfasts I have ever had the room was  have well stocked with water. The toiletries were gorgeous I don’t usually take them home but the ones I opened I did on this occasion cons: Pool area was very crowded and not very comfortable
EPIC SANA Marquês Hotel,en-gb,2023-09-26,2023-10-01,family_with_children,leisure,gb,4,5,2023-10-05 11:53:18,pros: The hotel was very well placed. You could walk to lots of places within the city or easily get a taxi.  Very clean.  Friendly and helpful staff. Excellent breakfast.  Generous with water bottles in the room each day. Beautiful rooftop pool. cons: There were so many switches in the bedrooms for all the different lights and to open and close the curtains but they weren't labelled  so it was a guessing game and sometimes took ages to work out what was what !
EPIC SANA Marquês Hotel,en-gb,2023-09-06,2023-09-07,family_with_children,leisure,pt,4,1,2023-10-05 10:47:38,pros: The Italian restaurant is one of our favourite in Lisbon amazing food and great staff. Paulo Alves what an amazing person he made us so very welcome his people skills knowledge of local amenities are outstanding thank you Paulo for making our family so very welcome. We look forward to seeing you again. cons: To leave this fantastic hotel we wish we could of stayed longer. We shall return very soon.
EPIC SANA Marquês Hotel,en-gb,2023-09-28,2023-10-03,couple,leisure,qa,4,5,2023-10-03 22:52:07,pros: Everything was good and clean and their location cons: Nothing Everything was good
EPIC SANA Marquês Hotel,en-gb,2023-09-30,2023-10-03,couple,leisure,il,4,3,2023-10-03 22:50:30,pros: Excellent service great room service passers-by ask if they need anything else...the infinity pool on the roof is great a good sauna a perfect breakfast! cons: Everything was excellent!!!
EPIC SANA Marquês Hotel,en-us,2023-09-27,2023-10-02,family_with_children,leisure,us,4,5,2023-10-03 14:23:30,pros: The rooftop pool was lovely after a day of sightseeing and breathtaking views. Breakfast was exceptional. We were surprised with a welcome bottle of wine and chocolates. cons: 
EPIC SANA Marquês Hotel,en-us,2023-09-24,2023-09-28,solo_traveller,leisure,sa,3.59999990463257,4,2023-10-02 21:27:59,pros: Staff and location  facilities cons: Roof pool area need an improvement
EPIC SANA Marquês Hotel,en-gb,2023-09-29,2023-10-01,couple,leisure,au,3.59999990463257,2,2023-10-02 19:45:10,pros: The roof top cons: Nothing it was lovely
EPIC SANA Marquês Hotel,en-gb,2023-09-27,2023-09-28,couple,leisure,au,3.59999990463257,1,2023-10-02 13:15:18,pros: This hotel was fantastic. We loved our room the view the amenities and spa. The staff were all very friendly and helpful. cons: Unfortunately we were stuck in the lift for approximately an hour at midnight. The staff were very tentative and kept us informed the whole time while the lift engineers were called in. This was no one’s fault however was an inconvenience.
EPIC SANA Marquês Hotel,en-gb,2023-09-29,2023-10-01,couple,leisure,gb,4,2,2023-10-02 10:18:27,pros: Amazing Hotel. Very modern interior and the facilities are amazing! Spa is 10/10 cons: Everything was perfect
EPIC SANA Marquês Hotel,en-us,2023-09-08,2023-09-10,couple,leisure,us,4,2,2023-10-01 23:29:58,pros: everything was great. the facilities were the best and the location allowed us to choose among a number of interesting dining options. cons: 
EPIC SANA Marquês Hotel,en-us,2023-09-25,2023-09-30,couple,leisure,us,4,5,2023-10-01 11:22:46,"pros: It was beautiful! It had everything & anything we needed or wanted. The breakfast had vast selections and if you somehow wanted something else to eat they would make it for you! The food was fresh and most delicious!
Our room was beautiful & clean and overlooked a park. 
The gym was state of the art.
The roof top swimming pool and bar was fantastic! The view amazing!
The entire staff throughout the hotel could not have been more friendly and accommodating!
It was wonderful! cons: Nothing!"
EPIC SANA Marquês Hotel,en-gb,2023-09-22,2023-09-26,couple,leisure,fr,4,4,2023-09-30 13:25:12,pros: Breakfast staff room and location everything was perfect ! cons: some staffs were a little slow. When I forgot something in my room after checking out the desk person made me wait for a long time when I told him I had a plane to catch.. After a while I had to tell him to go find my things himself than waiting for someone to do it ... But in overall everything was great
EPIC SANA Marquês Hotel,en-gb,2023-09-26,2023-09-29,solo_traveller,leisure,pl,4,3,2023-09-29 22:12:01,pros: Great location wonderful view. Staff extremely friendly and helpful. Everything very functional and comfortable - even the small things in your room such as the coffee maker or the ironing board. Great breakfast wide selection and you get a proper coffee with the breakfast not some cr** from self-serving machines. And last but not least - the top floor pool with the view to the city center and the bay. I enjoyed my stay 100% totally loved it! cons: Nothing at all. Everything was perfect. Keep up the good work!
EPIC SANA Marquês Hotel,en-us,2023-09-24,2023-09-29,couple,leisure,sa,4,5,2023-09-29 12:03:26,pros: It was a wonderful experience everything about the hotel was amazing. Perfect location friendly staff and most importantly is clean. cons: Nothing
EPIC SANA Marquês Hotel,en-gb,2023-09-25,2023-09-27,couple,leisure,ch,4,2,2023-09-27 23:09:03,pros: Excelent 5 star service from Francisco from the Front Office Team. Also great service from the Concierge team! cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-11-05,2024-11-08,couple,leisure,gb,4,3,2024-12-02 23:44:12,pros: Very friendly great location cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-11-01,2024-11-05,couple,leisure,us,4,4,2024-11-05 22:54:46,pros: This was a beautiful home base for our visit to Lisbon. The hotel interior is stunningly designed with gorgeous marble and tile. The grounds are beautiful as well offering an oasis of serene beauty. We used the indoor sauna and pool every night after a day of sightseeing! The breakfast buffet was amazing as well. But the best things by far are the kind friendly and helpful staff. We enjoyed everything about our stay! cons: There is nothing we didn’t like. It is a long walk or short Uber ride to the most popular historic areas but we liked the peace and quiet.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-11-02,2024-11-03,couple,leisure,at,4,1,2024-11-05 00:19:16,"pros: One of the most beautiful hotel!
So many small details made this staying on hotel unforgettable.
They upgraded your room and indeed was waited bootle of champagne and chocolate- thank you it was so pleasure for our anniversary!
Spa was amazing both sauna was super powerful water in swimming pool very warm.
Breakfast was delicious with big choice. cons: All was perfect"
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-10-31,2024-11-02,couple,leisure,us,4,2,2024-11-02 22:38:58,pros: The room was beautiful and had a wonderful view of the pool area and the bay.  Breakfast was fantastic.  The hotel itself is very pretty. cons: The hotel location is rather strange - it’s very urban but there are not many restaurants around.  However the city is small and it is a very cheap taxi/uber ride (5-7€) to any tourist sight or restaurant you would like.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-10-22,2024-10-25,family_with_children,business,gb,4,3,2024-10-25 18:23:47,pros: Great location. Great facilities. Wonderful staff. I highly recommend cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-09-25,2024-09-26,couple,leisure,id,4,1,2024-10-23 10:36:20,pros: The room was a very nice surprise comfortable and spacious. The dinner we had during our short 1 night stay was delicious and the staff very helpful indeed. cons: Nothing really we enjoyed our stay immensely.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-10-13,2024-10-19,couple,leisure,gb,3.59999990463257,6,2024-10-20 00:54:55,pros: Superb service and staff and extremely comfortable stay in good central location with lovely garden and pool. cons: The spa facilities were a little bit tired compared to the exceptional high standard of decor and finesse throughout the rest of the hotel
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-09-27,2024-09-30,review_category_group_of_friends,leisure,fr,4,3,2024-10-04 18:08:11,pros: The sense of serenity of the whole hotel space the view and the sunrises and the friendly effectiveness of the staff. cons: It is a little far from transport or the centre - but that is also a quality to be in a more 'real' neighbourhood.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-09-19,2024-09-23,review_category_group_of_friends,leisure,gb,3.59999990463257,4,2024-09-27 13:07:44,pros: Pool cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-09-19,2024-09-23,review_category_group_of_friends,leisure,gb,3.59999990463257,4,2024-09-23 22:49:10,pros: Had everything pool spa space cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-09-17,2024-09-21,couple,leisure,gb,3.59999990463257,4,2024-09-22 20:36:28,pros: The room was tastefully decorated and was very spacious with a balcony. All staff that we encountered were courteous and polite. The whole place was very clean with grand decor and marble floors. The cost for each night was also reasonable compared to other 5 star hotels. cons: We were over charged nearly 200 euros for a meal we did not have. The hotel should have procedures in place to audit their invoices before checkout. They did however deal with my complaint quickly and reimbursed the over payment almost immediately.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-08-22,2024-08-25,family_with_children,leisure,gb,4,3,2024-09-21 17:22:56,pros: Lovely hotel — a superb oasis to explore Lisbon from well worth the money. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-09-16,2024-09-20,couple,leisure,us,4,4,2024-09-21 08:36:49,pros: Location beautiful property excellent service and food. cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-09-02,2024-09-05,family_with_children,leisure,ch,3.59999990463257,3,2024-09-10 10:13:33,pros: Beautiful and super clean room and facilities cons: Far from town center. Need a taxi which is EUR10 each time
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-06-17,2024-06-19,couple,leisure,hu,4,2,2024-09-01 10:27:20,pros: The staff was really really kind. Nice garden and outside pool. They upgrading our room for the same price. We had a beautiful view! Everything was perfect. cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-08-10,2024-08-17,couple,leisure,us,4,7,2024-08-17 23:19:13,pros: The hotel was like a tropical oasis in the middle of the city. cons: N/A
